folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Administrative, wsc_id,Unique Identifier,Randomly generated,identifier,,,,,,
Administrative, wsc_vst,Study Visit Number,Sequential Visit,identifier,,,,,,
,vst_year,Year of PSG,,numeric,year,,,,,
Anxiety,Trait,Trait Anxiety Score ,"Sum of 20 items from Trait Anxiety Questionnaire. When there are 2 or less missing, the average of all of the other scores are used to create the sum variable",numeric,,,,,,
Anxiety,State,State Anxiety Score ,"Sum of 20 items from State Anxiety Questionnaire. When there are 2 or less missing, the average of all of the other scores are used to create the sum variable",numeric,,,,,,
Blood Lab Results, CREATININE,Creatinine,Measure of Creatinine level in Blood,numeric,mg/dL,,,,,
Blood Lab Results, GLUCOSE,Glucose,Measure of Glucose level in Blood,numeric,mg/dL,,,,,
Blood Lab Results, HDL,High-density Lipoprotein (HDL) Cholesterol ,Measure of HDL level in Blood,numeric,mg/dL,,,,,
Blood Lab Results, LDL,Low-density Lipoprotein (LDL) Cholesterol ,Measure of LDL level in Blood,numeric,mg/dL,,,,,
Blood Lab Results, TOTAL_CHOLESTEROL,Total Cholesterol,Measure of Total Cholesterol level in Blood,numeric,mg/dL,,,,,
Blood Lab Results, TRIGLYCERIDES,Triglycerides,Measure of Triglyceride level in Blood,numeric,mg/dL,,,,,
Blood Lab Results, URIC_ACID,Uric Acid,Measure of Uric Acid level in Blood,numeric,mg/dL,,,,,
Blood Pressure, ANKLE_LEFT1,First Blood Pressure from Left Ankle,Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ANKLE_LEFT2,Second Blood Pressure from Left Ankle,Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ANKLE_LEFT_REPEAT,"First repeat of Blood Pressure from Left Ankle, if needed",Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ANKLE_LEFT_REPEAT2,"Second repeat of Blood Pressure from Left Ankle, if needed",Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ANKLE_RIGHT1,First Blood Pressure from Right Ankle,Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ANKLE_RIGHT2,Second Blood Pressure from Right Ankle,Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ANKLE_RIGHT_REPEAT,"First repeat of Blood Pressure from Right Ankle, if needed",Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ANKLE_RIGHT_REPEAT2,"Second repeat of Blood Pressure from Right Ankle, if needed",Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ARM_LEFT1,First Blood Pressure from Left Arm,Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ARM_LEFT2,Second Blood Pressure from Left Arm,Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ARM_LEFT_REPEAT,"First repeat of Blood Pressure from Left Arm, if needed",Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ARM_LEFT_REPEAT2,"Second repeat of Blood Pressure from Left Arm, if needed",Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ARM_RIGHT1,First Blood Pressure from Right Arm,Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ARM_RIGHT2,Second Blood Pressure from Right Arm,Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ARM_RIGHT_REPEAT,"First repeat of Blood Pressure from Right Arm, if needed",Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, ARM_RIGHT_REPEAT2,"Second repeat of Blood Pressure from Right Arm, if needed",Brachial blood pressure by Dopler at the overnight PSG,numeric,mm Hg,,,,,
Blood Pressure, SIT_DIA1,First  Diastolic Blood Pressure,Standard seated blood pressure on the night of the PSG,numeric,mm Hg,,,,,
Blood Pressure, SIT_DIA2,Second Diastolic Blood Pressure,Standard seated blood pressure on the night of the PSG,numeric,mm Hg,,,,,
Blood Pressure, SIT_DIA_REPEAT,First repeat of  Diastolic Blood Pressure,Standard seated blood pressure on the night of the PSG,numeric,mm Hg,,,,,
Blood Pressure, SIT_DIA_REPEAT2,Second repeat Diastolic Blood Pressure,Standard seated blood pressure on the night of the PSG,numeric,mm Hg,,,,,
Blood Pressure, SIT_SYS1,First  systolic Blood Pressure,Standard seated blood pressure on the night of the PSG,numeric,mm Hg,,,,,
Blood Pressure, SIT_SYS2,Second systolic Blood Pressure,Standard seated blood pressure on the night of the PSG,numeric,mm Hg,,,,,
Blood Pressure, SIT_SYS_REPEAT,First repeat of  systolic Blood Pressure,Standard seated blood pressure on the night of the PSG,numeric,mm Hg,,,,,
Blood Pressure, SIT_SYS_REPEAT2,Second repeat systolic Blood Pressure,Standard seated blood pressure on the night of the PSG,numeric,mm Hg,,,,,
Blood Pressure, sitdiam,Mean of Seated Diastolic Pressures,,numeric,mm Hg,,,,,
Blood Pressure, sitsysm,Mean of Seated Systolic Measures,,numeric,mm Hg,,,,,
Demographic,sex,Sex of Participant,Sex of pariticipant,character,,"M: male, F: female",,,,
Demographic,race,Race of Pariticipant,Race of participant,character,,"W: White, B: Black, H: Hispanic, N: Native American, A: Asian",,,,
Demographic,education_survey1,Highest Education Level Completed ,Question from Survey 1 about Education Level,,,"1:8th grade or less, 2:9-11 grade, 3:12th/high school graduate, 4:Some College, 5:College Bachelor's Degree, 6:Post Graduate College Work",,,,
Demographic,age ,Age in years,Age at time of study visit,years (truncated),,,,,,
Depression,zung1_scored," I feel down-hearted, blue and sad.",First Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung2_scored, Zung Item: Morning is when I feel the best.,Second Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung3_scored, Zung Item: I have crying spells or feel like it.,Third Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung4_scored,Zung Item: I have trouble sleeping through the night.,Fourth Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung5_scored,Zung Item: I eat as much as I used to.,Fifth Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung6_scored,"Zung Item: I enjoy looking at, talking to and being with attractive women/men.",Sixth Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung7_scored,Zung Item: I notice that I am losing weight.,Seventh Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung8_scored,Zung Item:I have trouble with constipation.,Eighth Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung9_scored,Zung Item:My heart beats faster than usual.,Ninth Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung10_scored,Zung Item: I get tired for no reason.,Tenth Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung11_scored, Zung Item:My mind is as clear as it used to be.,Eleventh Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung12_scored,Zung Item: I find it easy to do the things I used to do.,Twelfth Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung13_scored, Zung Item:I am restless and can’t keep still.,Thirteenth Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung14_scored,Zung Item: I feel hopeful about the future.,Fourteenth Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung15_scored,Zung Item: I am more irritable than usual.,Fifteenth Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung16_scored,Zung Item: I find it easy to make decisions. ,Sixteenth Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung17_scored,Zung Item: I feel that I am useful and needed.,Seventeenth Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung18_scored,Zung Item: My life is pretty full.,Eighteenth Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung19_scored,Zung Item: I feel that others would be better off if I were dead.,Nineteenth Item in Zung Depression Scale,choices,,"1: None or a little of the time, 2: Some of the time, 3: A good part of the time, 4: All of the time",,,,
Depression,zung20_scored, Zung Item:I still enjoy the things I used to do.,Twentieth Item in Zung Depression Scale,choices,,"4: None or a little of the time, 3: Some of the time, 2: A good part of the time, 1: All of the time",,,,
Depression,zung_score,Zung Score,Sum of 20 items from Zung Questionnaire,numeric,,,,,"When there are 2 or less missing, the average of all of the other scores are used to create the sum variable",
Depression,zung_index,Standardized Zung Score,Scaled Zung Score used with clinical cutpoints,numeric,,,,,,
Epworth,ep1, Epworth Sleepiness Scale: Sitting and Reading,"How likely are you to doze off or fall asleep in the following situations, in contrast to feeling just tired? This refers to your usual way of life in recent times. Even if you have not done some of these things recently, try to work out how they would have affected you. Use the following scale to choose the most appropriate number for each situation: Sitting and reading",choices,,"0 = would never doze,1 = slight chance of dozing, 2 = moderate chance of dozing,3 = high chance of dozing,4 = not applicable/situation never applies",,,,
Epworth,ep2,Epworth Sleepiness Scale: Watching TV,"How likely are you to doze off or fall asleep in the following situations, in contrast to feeling just tired? This refers to your usual way of life in recent times. Even if you have not done some of these things recently, try to work out how they would have affected you. Use the following scale to choose the most appropriate number for each situation: Watching TV",choices,,"0 = would never doze,1 = slight chance of dozing, 2 = moderate chance of dozing,3 = high chance of dozing,4 = not applicable/situation never applies",,,,
Epworth,ep3,"Epworth Sleepiness Scale: Sitting, inactive in a public place (e.g. a theater or a meeting)","How likely are you to doze off or fall asleep in the following situations, in contrast to feeling just tired? This refers to your usual way of life in recent times. Even if you have not done some of these things recently, try to work out how they would have affected you. Use the following scale to choose the most appropriate number for each situation:  Sitting, inactive in a public place (e.g. a theater or a meeting)",choices,,"0 = would never doze,1 = slight chance of dozing, 2 = moderate chance of dozing,3 = high chance of dozing,4 = not applicable/situation never applies",,,,
Epworth,ep4, Epworth Sleepiness Scale: As a passenger in a car for an hour without a break,"How likely are you to doze off or fall asleep in the following situations, in contrast to feeling just tired? This refers to your usual way of life in recent times. Even if you have not done some of these things recently, try to work out how they would have affected you. Use the following scale to choose the most appropriate number for each situation:  As a passenger in a car for an hour without a break",choices,,"0 = would never doze,1 = slight chance of dozing, 2 = moderate chance of dozing,3 = high chance of dozing,4 = not applicable/situation never applies",,,,
Epworth,ep5,Epworth Sleepiness Scale:  Lying down to rest in the afternoon when circumstances permit,"How likely are you to doze off or fall asleep in the following situations, in contrast to feeling just tired? This refers to your usual way of life in recent times. Even if you have not done some of these things recently, try to work out how they would have affected you. Use the following scale to choose the most appropriate number for each situation:  Lying down to rest in the afternoon when circumstances permit",choices,,"0 = would never doze,1 = slight chance of dozing, 2 = moderate chance of dozing,3 = high chance of dozing,4 = not applicable/situation never applies",,,,
Epworth,ep6, Epworth Sleepiness Scale: Sitting and talking to someone,"How likely are you to doze off or fall asleep in the following situations, in contrast to feeling just tired? This refers to your usual way of life in recent times. Even if you have not done some of these things recently, try to work out how they would have affected you. Use the following scale to choose the most appropriate number for each situation:  Sitting and talking to someone",choices,,"0 = would never doze,1 = slight chance of dozing, 2 = moderate chance of dozing,3 = high chance of dozing,4 = not applicable/situation never applies",,,,
Epworth,ep7, Epworth Sleepiness Scale:  Sitting quietly after a lunch without alcohol,"How likely are you to doze off or fall asleep in the following situations, in contrast to feeling just tired? This refers to your usual way of life in recent times. Even if you have not done some of these things recently, try to work out how they would have affected you. Use the following scale to choose the most appropriate number for each situation:  Sitting quietly after a lunch without alcohol",choices,,"0 = would never doze,1 = slight chance of dozing, 2 = moderate chance of dozing,3 = high chance of dozing,4 = not applicable/situation never applies",,,,
Epworth,ep8," Epworth Sleepiness Scale: In a car, while stopped for a few minutes in the traffic","How likely are you to doze off or fall asleep in the following situations, in contrast to feeling just tired? This refers to your usual way of life in recent times. Even if you have not done some of these things recently, try to work out how they would have affected you. Use the following scale to choose the most appropriate number for each situation:  In a car, while stopped for a few minutes in the traffic",choices,,"0 = would never doze,1 = slight chance of dozing, 2 = moderate chance of dozing,3 = high chance of dozing,4 = not applicable/situation never applies",,,,
Epworth,ESS,Epworth Sleepiness Score,Sum of 8 Epworth Items,numeric,,,,,"When there are 2 or less missing, the average of all of the other scores are used to create the sum variable",
Health Questionnaire,CANS_COLA,Caffeinated soft drinks per day,"How many cans of cola or other soft drinks, with caffeine, do you usually drink in a typical day? Modified in 2012: Energy drinks was added.",numeric,cans,,,,,
Health Questionnaire,CUPS_COFFEE,Caffeinated coffee/tea per day,"How many cups of coffee or tea, with caffeine, do you usually drink in a typical day? ",numeric,cups,,,,,
Health Questionnaire,caffeine,# Caffeine Beverages/Day,,numeric,beverages/day,,,,,
Health Questionnaire,BEER_WEEK,Number of beers per week,"Please estimate your usual consumption of alcoholic beverages,How many cans or bottles of beer might you have per week? ",numeric,cans/bottles,,,,,
Health Questionnaire,WINE_WEEK,Number of glasses of wine per week,"Please estimate your usual consumption of alcoholic beverages,How many glasses of wine might you have per week? ",numeric,glasses,,,,,
Health Questionnaire,HARD_WEEK,number of hard alcohol drinks per week,"Please estimate your usual consumption of alcoholic beverages,How many mixed drinks or shots might you have per week? ",numeric,mixed drinks/shots,,,,,
Health Questionnaire,NONDRINKER,Non Drinkers,If you do not drink alcoholic beverages at all check here ____ ,choices,,"Y: yes, N: no",,,,
Health Questionnaire,alcohol_wk,# Alcoholic Beverages/ Week,,numeric,beverages/week,,,,,
Health Questionnaire,SMOKE,Ever smoked,Have you ever smoked tobacco regularly?,choices,,"Y: yes, N: no",,,,
Health Questionnaire,SMOKE_CURR,Current smoker,Do you currently smoke? ,choices,,"Y: yes, N: no",,,,
Health Questionnaire,smoker,Smoking History,"Current, Past or Never Smoker",numeric,,"0=Never, 1=Past, 2=Current",,,,
Health Questionnaire,BOWLS_DAY,Number of bowls of pipe tobacco per day,"How much do you smoke now, OR if you quit smoking, how much did you smoke in the past (answer all that apply)? Bowls of pipe tobacco per day",numeric,,"number, 99=missing",,,,
Health Questionnaire,PACKS_WEEK,Number of packs per week,"How much do you smoke now, OR if you quit smoking, how much did you smoke in the past (answer all that apply)? packs per week",numeric,,"number, 99=missing",,,,
Health Questionnaire,CIGARS_DAY,Number of cigars per day,"How much do you smoke now, OR if you quit smoking, how much did you smoke in the past (answer all that apply)? Cigars per day",numeric,,"number, 99=missing",,,,
Health Questionnaire,SMOKE_QUIT,Year Quit Smoking,"If no, when did you quit? ",numeric,YEAR,,,,,
Health Questionnaire,SMOKE_YEARS,Number of years smoked,"Overall, how many years total, have you been OR were you a regular smoker? ",numeric,,,,,,
Health Questionnaire,pack_years ,Cigarette Packs Smoked per Week * Years Smoked ,,numeric,pack years,,,,,
Health Questionnaire,EVAL_GENERAL,Satisfaction with sleep,Are you satisfied with your usual night's sleep (check one)?,choices,,"1=Most of the time, 2=Some of the time, 3=Not usually, 4=Never",,,,
Health Questionnaire,EVAL_LIFE,Satisfaction with life,How satisfied are you with the way you are spending your life (check one)?,choices,,"1=Completely satisfied, 2=Mostly satisfied, 3=Moderately satisfied, 4=Not very Satisfied",,,,
Health Questionnaire,EVAL_HEALTH,General Health Evaluation,"In general, would you say your health is (check one):",choices,,"1=Excellent, 2=Very good, 3=Good, 4=Fair, 5=Poor",,,,
Health Questionnaire,TSO,Time to sleep onset,About how many minutes does it usually take you to fall asleep at night? _____#minutes,numeric,minutes,,,,,
Health Questionnaire,WORKDAY,Hours of sleep on a workday,How many hours of sleep do you usually get during: workday night,numeric,hours,,,,,
Health Questionnaire,WEEKEND,Hours of sleep on a weekend,How many hours of sleep do you usually get during: a weekend or non worknight,numeric,hours,,,,,
Health Questionnaire,TOTSLEEP,Average Weekly Sleep  per day,,numeric,hours/day,,,,,
Health Questionnaire,NAPS,Hours of sleep from naps per week,How many hours of sleep do you usually get during: a typical week from daytime or evening naps? ,numeric,hours,,,,,
Health Questionnaire,TOTSLEEPNAP,Average Weekly Sleep + Napping per day,,numeric,hours/day,,,,,
Health Questionnaire,SLEEPINESS,Excessive Daytime Sleepiness,"Many people have periods of low energy or fatigue, but, during a typical day do you experience excessive sleepiness when it is difficult to fight an uncontrollable urge to fall asleep?",choices,,"Y: yes, N: no",,,,
Health Questionnaire,PS_DIFF,Insomnia: Problem falling to sleep,"How often, if ever, do you have any of the following problems sleeping? (Circle one response for each item.) Do you have difficulty getting to sleep?",choices,,"0=never, 1=rarely (once a month), 2=sometimes (2-4 times a month), 3=often (5-15 times a month), 4=Almost always (16-30 times a month)",,,,
Health Questionnaire,PS_BACKSLEEP,Insomnia: Can't fall back to sleep at night,"How often, if ever, do you have any of the following problems sleeping? (Circle one response for each item.) Do you wake up during the night and have a hard time getting back to sleep?
",choices,,"0=never, 1=rarely (once a month), 2=sometimes (2-4 times a month), 3=often (5-15 times a month), 4=Almost always (16-30 times a month)",,,,
Health Questionnaire,PS_WAKEREPEAT,Insomnia: Wake repeatedly,"How often, if ever, do you have any of the following problems sleeping? (Circle one response for each item.) Do you wake up repeatedly during the night?",choices,,"0=never, 1=rarely (once a month), 2=sometimes (2-4 times a month), 3=often (5-15 times a month), 4=Almost always (16-30 times a month)",,,,
Health Questionnaire,PS_TOOEARLY,Insomnia: Wake too early,"How often, if ever, do you have any of the following problems sleeping? (Circle one response for each item.) Do you wake up too early in the morning and can't get back to sleep?",choices,,"0=never, 1=rarely (once a month), 2=sometimes (2-4 times a month), 3=often (5-15 times a month), 4=Almost always (16-30 times a month)",,,,
Health Questionnaire,PS_NOTRESTED,"Problems with Not rested, regardless of sleep amount","How often, if ever, do you have any of the following problems sleeping? (Circle one response for each item.) Do you not feel rested during the day no matter how many hours of sleep you had?",choices,,"0=never, 1=rarely (once a month), 2=sometimes (2-4 times a month), 3=often (5-15 times a month), 4=Almost always (16-30 times a month)",,,,
Health Questionnaire,PS_WAKEUP,Problems with morning awakening,"How often, if ever, do you have any of the following problems sleeping? (Circle one response for each item.) Do you find it very difficult to wake up in the morning?",choices,,"0=never, 1=rarely (once a month), 2=sometimes (2-4 times a month), 3=often (5-15 times a month), 4=Almost always (16-30 times a month)",,,,
Health Questionnaire,PS_NIGHTMARE,Problems with nightmares,"How often, if ever, do you have any of the following problems sleeping? (Circle one response for each item.) Do you have nightmares or disturbing dreams?",choices,,"0=never, 1=rarely (once a month), 2=sometimes (2-4 times a month), 3=often (5-15 times a month), 4=Almost always (16-30 times a month)",,,,
Health Questionnaire,PS_EDS,Problems with excessive daytime sleepiness,"How often, if ever, do you have any of the following problems sleeping? (Circle one response for each item.) . Do you have feeling of excessive daytime sleepiness?",choices,,"0=never, 1=rarely (once a month), 2=sometimes (2-4 times a month), 3=often (5-15 times a month), 4=Almost always (16-30 times a month)",,,,
Health Questionnaire,anyinsomnia,Any Insomnia Symptoms,,choices,,"0=No, 1=Yes",,,,
Health Questionnaire,ninsomnia,# Insomnia Symptoms,,numeric,,0-4,,,,
Health Questionnaire,ninsomniadays,# Insomnia Symptom Days/Month,,numeric,,0-100,,,,
Health Questionnaire,SNORE_FREQ,Snoring Frequency,"According to what others have told you or to your own awareness, how often do you snore?",choices,,"1=Never or rarely - only once or a few times ever, 2=sometimes - a few night per month; under special circumstances, 3= at least once a week, but pattern may be irregular, 4=several (3 to 5) nights per week, 5=every night or almost every night, 9=do not know",,,,
